Al2O3,CaO,MgO,SiO2,Tliq.C
38.59348,49.91452,0,11.49199,1508
7.056561,51.53912,0,41.40432,1317
29.99956,62.17736,0,7.823076,1340
24.95955,25.04693,0,49.99352,1550
25.01193,50.00058,0,24.98749,1590
2.902338,52.77102,0,44.32664,1425
25.00331,25.007,0,49.9897,1553
25,25,0,50,1550
29.01021,69.83417,0,1.155622,1405
25.01169,68.21532,0,6.772997,1425
21.26901,66.70004,0,12.03096,1443
18.98586,65.77567,0,15.23846,1452
16.76514,64.87658,0,18.35827,1475
19.39004,19.33518,0,61.27478,1490
16.71456,16.66402,0,66.62141,1445
11.83559,11.8019,0,76.3625,1368
1.849754,47.92658,0,50.22367,1535
13.1986,45.72135,0,41.08004,1330
14.14998,45.50969,0,40.34033,1340
18.58096,44.61417,0,36.80487,1455
31.6183,42.03097,0,26.35073,1585
25,25,0,50,1553
0.5858312,14.91242,0,84.50175,1694
1.177306,13.91394,0,84.90876,1681
1.774505,12.9058,0,85.3197,1669
2.377514,11.88785,0,85.73464,1661
8.861646,26.18275,0,64.9556,1201.1
8.92768,26.08399,0,64.98833,1197.2
8.993781,25.98513,0,65.02109,1197.2
8.927013,26.19398,0,64.879,1202.2
8.99311,26.09519,0,64.9117,1207.8
8.926347,26.30396,0,64.76969,1196.1
9.00252,26.12249,0,64.87498,1202.2
9.058595,26.1064,0,64.83501,1187.2
9.057918,26.21648,0,64.7256,1186.1
12.6,11.3,0,76.1,1355
8.92768,26.08399,0,64.98833,1211
9.059272,25.9963,0,64.94443,1201
8.926347,26.30396,0,64.76969,1188
8.992438,26.20523,0,64.80233,1191
9.058595,26.1064,0,64.83501,1195
9.124137,26.11761,0,64.75825,1203
7.607135,30.42925,0,61.96361,1266
9.243633,28.01167,0,62.7447,1235
9.902406,28.1325,0,61.9651,1267
10.23008,28.74636,0,61.02356,1285
9.226398,30.75538,0,60.01822,1241
10.03971,32.29631,0,57.66399,1269
2.943777,32.11468,0,64.94154,1390
5.402908,28.37958,0,66.21751,1336
10.56291,28.80861,0,60.62849,1294
14.21223,26.30455,0,59.48322,1350
9.26,25.81,0,64.93,1222.2
10.54,20.58,0,68.88,1313.9
11.19,17.92,0,70.89,1355
12.88,15.33,0,71.79,1410.6
13.93,15.43,0,70.64,1431.7
18.26183,15.85159,0,65.88659,1449.4
19.38194,15.9616,0,64.65647,1497.2
20.51795,16.07839,0,63.40366,1490.6
16.44,18.53,0,65.03,1469.4
13.25,18.16,0,68.59,1415.6
12.21,18.04,0,69.75,1391.7
19.38194,15.9616,0,64.65647,1497.2
12.53596,43.53498,0,43.92906,1347
10.63823,24.69038,0,64.67139,1219
8.356512,39.37135,0,52.27213,1376
6.228079,30.56393,0,63.20799,1323
9.164722,27.89937,0,62.90886,1200
10,50,0,40,1400
20,40,0,40,1390
30,30,0,40,1520
20,30,0,50,1500
10.8,25.2,0,64,1331
10.2,23.8,0,66,1314
9.6,22.4,0,68,1322
9,21,0,70,1349
11.9,22.1,0,66,1410
11.2,20.8,0,68,1387
10.5,19.5,0,70,1360
9.8,18.2,0,72,1396
12.8,19.2,0,68,1420
12,18,0,70,1431
11.2,16.8,0,72,1404
10.4,15.6,0,74,1454
12.58741,15.48452,0,71.92807,1463
11.7,14.3,0,74,1453
10.8,13.2,0,76,1456
14,14,0,72,1456
13,13,0,74,1455
11,11,0,78,1471
14.3,11.7,0,74,1485
12.1,9.9,0,78,1430
11.10111,17.10171,0,71.70717,1330
11.10111,17.10171,0,71.70717,1330
6.087957,21.68696,0,72.22508,1438.3
10.5573,19.13871,0,70.30399,1327.2
8.288059,20.42836,0,71.28358,1375
10.54315,21.28088,0,68.17596,1374.4
22.24835,0,22.25534,55.4963,1530
7.85,0,38.23,53.92,1440
10.66,0,34.01,55.33,1395
12.17,0,31.75,56.08,1375
22.87,0,15.69,61.44,1470
12.25122,0,42.16422,45.58456,1445
18.69,0,29.29,52.02,1450
21.01,0,24.65,54.34,1470
21.61216,0,23.44234,54.9455,1500
10.77475,0,12.78188,76.44337,1475
21.90736,0,25.64009,52.45255,1460
27.43609,0,25.11883,47.44507,1575
29.19907,0,23.50322,47.29771,1600
13.013,0,37.10725,49.87975,1370
12.76279,0,40.96333,46.27388,1450
17.90296,0,21.22995,60.86709,1440
18.88183,0,23.56919,57.54897,1450
23.46963,0,26.47716,50.0532,1500
17.64,0,41.18,41.18,1670
37.93,0,17.24,44.83,1760
37.93379,0,31.0331,31.0331,1780
60,0,20,20,1875
15.56654,0,15.75197,68.6815,1480
15.56654,0,15.75197,68.6815,1478
15.56654,0,15.75197,68.6815,1465
25,0,25,50,1540
15.56654,0,15.75197,68.6815,1471.1
2.271822,0,15.80484,81.92334,1669
1.68919,0,17.09312,81.21768,1681
2.734206,0,27.66777,69.59802,1661
1.066907,0,31.03897,67.89413,1689
15.56654,0,15.75197,68.6815,1474
15.56654,0,15.75197,68.6815,1445
13.59208,0,14.06658,72.34135,1437.8
13.45363,0,17.01737,69.529,1434.4
12.91863,0,14.00627,73.0751,1428.3
11.47235,0,16.80252,71.72513,1416.7
15.607,0,15.00327,69.38972,1464
15.56654,0,15.75197,68.6815,1470
15.56654,0,15.75197,68.6815,1470
15.56654,0,15.75197,68.6815,1471
12,0,28,60,1370
11.41141,0,26.52653,62.06206,1403
10.8,0,25.2,64,1425
10.2,0,23.8,66,1463
13.3,0,24.7,62,1411
12.6,0,23.4,64,1419
11.9,0,22.1,66,1425
11.2,0,20.8,68,1461
14.4,0,21.6,64,1452
13.6,0,20.4,66,1460
12.8,0,19.2,68,1460
12,0,18,70,1459
15.3,0,18.7,66,1435
14.4,0,17.6,68,1453
13.5,0,16.5,70,1461
12.6,0,15.4,72,1463
16,0,16,68,1460
15,0,15,70,1455
14,0,14,72,1478
13,0,13,74,1480
13.2,0,10.8,76,1485
15.607,0,15.00327,69.38972,1464
0,49.46,0.54,50,1537
0,48.66,1.34,50,1532
0,46.02,3.98,50,1505
0,42.13,7.87,50,1463
0,39.58,10.42,50,1435
0,37.06,12.94,50,1400
0,35.82,14.18,50,1383
0,35.07,14.93,50,1370
0,34.58,15.42,50,1365
0,34.09,15.91,50,1360
0,33.35,16.65,50,1365
0,32.14,17.86,50,1373
0,29.72,20.28,50,1383
0,27.35,22.65,50,1390
0,26.17,23.83,50,1391
0,25.47,24.53,50,1391
0,48.94,2.12,48.94,1525
0,47.89521,4.209579,47.89521,1500
0,46.86531,6.269373,46.86531,1480
0,45.84542,8.30917,45.84542,1455
0,44.84,10.32,44.84,1425
0,44.24442,11.51115,44.24442,1403
0,41.27102,19.05487,39.67411,1454
0,42.5481,18.09694,39.35495,1459
0,43.83167,17.13416,39.03418,1475
0,45.12176,16.16647,38.71177,1495
0,46.41843,15.19385,38.38771,1535
0,47.72174,14.21626,38.062,1600
0,49.01992,13.24691,37.73316,1670
0,50.33655,12.25934,37.40411,1710
0,41.00118,19.6788,39.32003,1452
0,41.99346,19.34944,38.6571,1485
0,42.99803,19.00696,37.99501,1520
0,43.99221,18.67697,37.33083,1545
0,44.28965,18.58428,37.12608,1550
0,44.99676,18.34656,36.65669,1600
0,45.99278,18.01595,35.99127,1650
0,46.98973,17.68504,35.32523,1700
0,56.16793,1.058001,42.77407,1476
0,54.78905,2.110386,43.10056,1450
0,54.41238,3.15503,42.43259,1455
0,53.71429,4.193672,42.09203,1450
0,52.87928,4.196095,42.92463,1430
0,52.35432,5.228306,42.41737,1410
0,51.82294,6.253963,41.92309,1405
0,50.87207,7.466851,41.66108,1400
0,50.27176,7.675057,42.05319,1378
0,50.65565,7.877789,41.46656,1395
0,49.96548,8.276776,41.75774,1385
0,47.80253,9.307753,42.88972,1395
0,49.6621,9.498425,40.83948,1430
0,48.42759,11.27848,40.29392,1435
0,47.1095,12.27338,40.61713,1430
0,45.78846,14.23519,39.97635,1455
0,44.802,15.22376,39.97424,1450
0,43.53636,16.76472,39.69891,1450
0,43.75282,20.47136,35.77582,1610
0,43.59818,21.47263,34.92919,1630
0,41.94979,22.48992,35.56029,1560
0,43.44463,22.46686,34.08852,1640
0,40.30961,23.50214,36.18825,1540
0,39.18293,26.19994,34.61714,1620
0,45.90502,20.76608,33.3289,1720
0,44.28455,22.39215,33.32331,1710
0,42.67007,24.00302,33.32691,1720
0,35.63813,29.25252,35.10935,1498
0,29.92744,34.20383,35.86873,1502
0,38.31645,13.84713,47.83641,1370
0,37.65966,15.16774,47.1726,1370
0,36.52695,16.4827,46.99035,1362
0,35.96387,17.13638,46.89976,1360
0,35.40296,17.78754,46.80951,1353
0,35.48287,17.14201,47.37512,1355
0,35.00156,17.14764,47.8508,1355
0,36.12691,15.83694,48.03615,1370
0,35.7248,15.18782,49.08739,1368
0,34.26176,16.89743,48.84081,1358
0,33.605,12.56137,53.83364,1360
0,32.47437,13.9025,53.62313,1350
0,31.86094,10.55467,57.58439,1340
0,30.72786,11.9148,57.35735,1330
0,30.30422,11.24365,58.45214,1324
0,30.87031,10.5618,58.5679,1329
0,31.43864,9.877238,58.68412,1334
0,32.00924,9.189958,58.80081,1339
0,24.997,24.99986,50.00315,1391.5
0,22.71397,22.78672,54.4993,1380
0,20.38679,20.41738,59.19583,1453
0,19.2008,19.27885,61.52035,1583
0,20.75973,32.03497,47.2053,1415
0,19.38134,34.39163,46.22703,1453
0,16.7163,38.80644,44.47726,1554
0,4.054897,41.67215,54.27295,1510
0,4.294255,43.60331,52.10243,1524
0,4.381825,44.32765,51.29053,1529
0,8.429522,39.43832,52.13216,1486
0,8.591852,40.10457,51.30358,1490
0,13.22246,35.48931,51.28823,1435
0,18.03305,31.03265,50.9343,1410
0,19.67669,30.28674,50.03658,1392
0,7.621206,35.73853,56.64026,1487
0,3.655473,37.55837,58.78615,1620
0,7.290548,33.85619,58.85326,1593
0,11.11486,29.86273,59.02241,1562
0,15.02533,25.89578,59.0789,1543
0,16.75155,24.25577,58.99268,1507
0,6.194509,40.39217,53.41333,1508
0,10.49477,35.98315,53.52208,1461
0,12.53756,33.97008,53.49236,1432
0,14.71179,31.69424,53.59397,1413
0,17.10338,29.24738,53.64924,1390
0,21.49386,24.92118,53.58496,1382
0,4.539104,45.47137,49.98952,1554
0,6.670504,43.35364,49.97586,1534
0,8.830012,41.20798,49.96201,1516
0,11.30825,38.68942,50.00233,1494
0,13.53004,36.4815,49.98846,1464
0,15.76793,34.21385,50.01822,1432
0,18.36812,31.61619,50.01569,1397
0,13.40487,27.64078,58.95435,1555
0,16.75155,24.25577,58.99268,1523
0,19.44391,25.57269,54.9834,1434
0,19.95471,26.42266,53.62263,1412
0,12.98019,18.05995,68.95985,1701
0,13.90581,19.34781,66.74638,1701
0,23.00031,8.000351,68.99934,1701
0,24.57004,8.546363,66.88359,1697
26.82881,73.1712,0,0,1555
31.03398,68.96602,0,0,1478
35.48333,64.51667,0,0,1383
40.19877,59.80123,0,0,1428
45.2049,54.7951,0,0,1571
36.86896,63.13104,0,0,1385
36,64,0,0,1406
27.65128,72.34872,0,0,1643
29.32375,70.67625,0,0,1534
31.90365,68.09635,0,0,1504
33.67294,66.32706,0,0,1468
36.40439,63.59561,0,0,1385
37.33627,62.66374,0,0,1368
38.27916,61.72084,0,0,1411
43.16586,56.83413,0,0,1535
46.24339,53.75661,0,0,1582
48.3595,51.6405,0,0,1604
53.8899,46.11009,0,0,1705
57.3837,42.6163,0,0,1751
60.40287,39.59713,0,0,1762
68.7495,31.2505,0,0,1838
73.56783,26.43217,0,0,1852
75.70807,24.29193,0,0,1880
80.13207,19.86792,0,0,1907
83.19295,16.80705,0,0,1958
86.34785,13.65215,0,0,1983
91.26619,8.733812,0,0,2010
96.4221,3.577899,0,0,2038
44.17913,55.82087,0,0,1530
52.75532,47.24468,0,0,1656
83.19295,16.80705,0,0,1987
74.27608,25.72392,0,0,1862
64.80436,35.19564,0,0,1754
50.52945,49.47055,0,0,1588
44.17913,55.82087,0,0,1493
37.33627,62.66374,0,0,1415
35.48333,64.51667,0,0,1392
33.67294,66.32706,0,0,1470
30.17407,69.82593,0,0,1529
26.01532,73.98469,0,0,1684
20.56036,79.43964,0,0,1834
13.42925,86.57075,0,0,1990
27.8981,61.75741,10.34449,0,1450
35.92087,52.32542,11.75371,0,1345
18.18916,27.59429,12.47422,41.74232,1545
15.85659,26.52346,8.121277,49.49867,1524
35.37338,38.03166,6.229534,20.36543,1519
24.18674,44.57411,7.361734,23.87742,1558
22.62122,9.677754,6.732557,60.96846,1397
5.449407,33.68803,27.57161,33.29094,1417
12.19657,6.652833,13.8846,67.266,1324
10.8507,10.82019,13.11359,65.21553,1260
11.76638,36.64394,11.1433,40.44638,1408
10.4442,23.29576,7.834295,58.42575,1196
21,5,25,49,1400
60,0,0,40,1953
3.008202,0,0,96.9918,1668
12.84046,0,0,87.15954,1744
28.20512,0,0,71.79488,1837
60.24339,0,0,39.75661,1938
63.87096,0,0,36.12905,1935
67.63004,0,0,32.36996,1924
70.21275,0,0,29.78725,1860
65.10902,0,0,34.89098,1870
0,0,50,50,1535
7.458902,46.81063,0,45.73046,1455
11.85,15.23,0,72.92,1386.1
13.5,16.5,0,70,1459
12,12,0,76,1472
6.087957,21.68696,0,72.22508,1381.7
9.695582,0,30.29892,60.0055,1332
0,16.26689,27.85586,55.87725,1384
0,16.7488,28.76303,54.48817,1472
36.47142,63.52858,0,0,1470
40.19877,59.80123,0,0,1483
29.8328,70.1672,0,0,1397
40.19877,59.80123,0,0,1390
40.19877,59.80123,0,0,1379
